Name,Grade,Stars,Type,Logs,Unnamed: 7,Crag
Falling with Style,6b+,1,G,45,R,Wallsend North
Screw You Hippy,6a,1,G,116,R,Wallsend North
Tanya's Sex Pot,6a+,-,G,20,R,Wallsend North
Gay Dog,6a+,-,G,21,R,Wallsend North
Layback and Take It,6a,-,G,24,R,Wallsend North
"Blackwind, Fire and Steel",6b+,-,G,11,R,Wallsend North
"Beefcake, Beefcake",6a,-,G,30,R,Wallsend North
Jungle Drums,6c+,-,G,4,R,Wallsend North
Aaron the Aardvark,6b+,1,G,18,R,Wallsend North
Bladerunner,6b+,2,G,45,R,Wallsend North
"Downhill Spiral Area  Rockfax DescriptionThe Downhill Spiral Area routes start from a raised grass bank beneath heavily-stained black walls that are prone to seepage in the winter. Approach - Drive through Weston and, at a roundabout, turn right into Reap Lane and park after the first traffic-calming installation. From here go past the second traffic-calming installation, and pick up a footpath/track on the right (opposite Rip Croft) that heads towards the huge Southwell Business Park complex. At the massive fence, turn right and follow it to the coast path. From the coast path, drop down a path that cuts back right and then left to the small walls. Follow the path under the other sectors and down to the boulder beach. From here, scramble up the bank to the grassy ledge below the face.","Downhill Spiral Area  Rockfax DescriptionThe Downhill Spiral Area routes start from a raised grass bank beneath heavily-stained black walls that are prone to seepage in the winter. Approach - Drive through Weston and, at a roundabout, turn right into Reap Lane and park after the first traffic-calming installation. From here go past the second traffic-calming installation, and pick up a footpath/track on the right (opposite Rip Croft) that heads towards the huge Southwell Business Park complex. At the massive fence, turn right and follow it to the coast path. From the coast path, drop down a path that cuts back right and then left to the small walls. Follow the path under the other sectors and down to the boulder beach. From here, scramble up the bank to the grassy ledge below the face.","Downhill Spiral Area  Rockfax DescriptionThe Downhill Spiral Area routes start from a raised grass bank beneath heavily-stained black walls that are prone to seepage in the winter. Approach - Drive through Weston and, at a roundabout, turn right into Reap Lane and park after the first traffic-calming installation. From here go past the second traffic-calming installation, and pick up a footpath/track on the right (opposite Rip Croft) that heads towards the huge Southwell Business Park complex. At the massive fence, turn right and follow it to the coast path. From the coast path, drop down a path that cuts back right and then left to the small walls. Follow the path under the other sectors and down to the boulder beach. From here, scramble up the bank to the grassy ledge below the face.","Downhill Spiral Area  Rockfax DescriptionThe Downhill Spiral Area routes start from a raised grass bank beneath heavily-stained black walls that are prone to seepage in the winter. Approach - Drive through Weston and, at a roundabout, turn right into Reap Lane and park after the first traffic-calming installation. From here go past the second traffic-calming installation, and pick up a footpath/track on the right (opposite Rip Croft) that heads towards the huge Southwell Business Park complex. At the massive fence, turn right and follow it to the coast path. From the coast path, drop down a path that cuts back right and then left to the small walls. Follow the path under the other sectors and down to the boulder beach. From here, scramble up the bank to the grassy ledge below the face.","Downhill Spiral Area  Rockfax DescriptionThe Downhill Spiral Area routes start from a raised grass bank beneath heavily-stained black walls that are prone to seepage in the winter. Approach - Drive through Weston and, at a roundabout, turn right into Reap Lane and park after the first traffic-calming installation. From here go past the second traffic-calming installation, and pick up a footpath/track on the right (opposite Rip Croft) that heads towards the huge Southwell Business Park complex. At the massive fence, turn right and follow it to the coast path. From the coast path, drop down a path that cuts back right and then left to the small walls. Follow the path under the other sectors and down to the boulder beach. From here, scramble up the bank to the grassy ledge below the face.","Downhill Spiral Area  Rockfax DescriptionThe Downhill Spiral Area routes start from a raised grass bank beneath heavily-stained black walls that are prone to seepage in the winter. Approach - Drive through Weston and, at a roundabout, turn right into Reap Lane and park after the first traffic-calming installation. From here go past the second traffic-calming installation, and pick up a footpath/track on the right (opposite Rip Croft) that heads towards the huge Southwell Business Park complex. At the massive fence, turn right and follow it to the coast path. From the coast path, drop down a path that cuts back right and then left to the small walls. Follow the path under the other sectors and down to the boulder beach. From here, scramble up the bank to the grassy ledge below the face.",Wallsend North
Fatal Fibre,6c+,1,G,2,R,Wallsend North
Billy Bob's Way,6b+,2,G,16,R,Wallsend North
The Man Who Wasn't There,7b,-,G,0,R,Wallsend North
Hate Crime,7a+,1,G,6,R,Wallsend North
Lefty Hoot 'n' Annie,6c,2,G,16,R,Wallsend North
And the Boot Sails By,7a,1,G,4,R,Wallsend North
Downhill Spiral,7b+,2,G,2,R,Wallsend North
Everything's Eventual,6c+,1,G,6,R,Wallsend North
By Mistake,7b+,1,G,0,R,Wallsend North
More Than a Legend,7b+,1,G,2,R,Wallsend North
Under Crimson Skies,7a+,1,G,2,R,Wallsend North
My Figure Head,6c,-,G,1,R,Wallsend North
The Shipping News,7b,1,G,0,R,Wallsend North
Five Easy Pieces,6c,-,G,2,R,Wallsend North
Laid Black,6c+,1,G,3,R,Wallsend North
Wonderful,7a+,2,G,8,R,Wallsend North
Wonder-Bra,6b,1,G,11,R,Wallsend North
"The Bigger Piece Area  Rockfax DescriptionAn eye-catching, towering buttress, which is home to some exhilarating and exposed climbs that are well worth the long approach via the boulder beach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","The Bigger Piece Area  Rockfax DescriptionAn eye-catching, towering buttress, which is home to some exhilarating and exposed climbs that are well worth the long approach via the boulder beach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","The Bigger Piece Area  Rockfax DescriptionAn eye-catching, towering buttress, which is home to some exhilarating and exposed climbs that are well worth the long approach via the boulder beach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","The Bigger Piece Area  Rockfax DescriptionAn eye-catching, towering buttress, which is home to some exhilarating and exposed climbs that are well worth the long approach via the boulder beach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","The Bigger Piece Area  Rockfax DescriptionAn eye-catching, towering buttress, which is home to some exhilarating and exposed climbs that are well worth the long approach via the boulder beach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","The Bigger Piece Area  Rockfax DescriptionAn eye-catching, towering buttress, which is home to some exhilarating and exposed climbs that are well worth the long approach via the boulder beach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.",Wallsend South
Slice of Life,E2 5b,-,T,0,,Wallsend South
The Bigger Piece,7a+,2,G,45,R,Wallsend South
No Place for Mambas,6b,2,G,186,R,Wallsend South
Opposites Attract,6c,2,G,81,R,Wallsend South
Mick Lovatt Stole My Trousers,6b+,1,G,53,R,Wallsend South
Cool to be Uncool,7b+,1,G,4,R,Wallsend South
Coconut Milk,7a,2,G,25,R,Wallsend South
On a Desert Island Beach,7a+,2,G,11,R,Wallsend South
Vin Chaud,7a,2,G,107,R,Wallsend South
Accordions Go Crazy,6b+,2,G,75,R,Wallsend South
Basrah Blues Band,6c,1,G,20,R,Wallsend South
Laughing Peter,7a+,2,G,13,R,Wallsend South
Sans Frontière,6b+,1,G,23,R,Wallsend South
"Charlton Mackeral, the World's Strongest Fish",6c,-,G,6,R,Wallsend South
"Mr. Natural Area  Rockfax DescriptionLike the Bigger Piece Area, the climbs on this wall are well worth the effort of the long approach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","Mr. Natural Area  Rockfax DescriptionLike the Bigger Piece Area, the climbs on this wall are well worth the effort of the long approach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","Mr. Natural Area  Rockfax DescriptionLike the Bigger Piece Area, the climbs on this wall are well worth the effort of the long approach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","Mr. Natural Area  Rockfax DescriptionLike the Bigger Piece Area, the climbs on this wall are well worth the effort of the long approach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","Mr. Natural Area  Rockfax DescriptionLike the Bigger Piece Area, the climbs on this wall are well worth the effort of the long approach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.","Mr. Natural Area  Rockfax DescriptionLike the Bigger Piece Area, the climbs on this wall are well worth the effort of the long approach. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. The wall is about mid-way along Wallsend Cove, so it can also be approached from either the north.",Wallsend South
Parkhurst Dozen,6c,1,G,10,R,Wallsend South
Sang Chaud,7a+,3,G,44,R,Wallsend South
Son of Mustang Ford,7a,1,G,12,R,Wallsend South
Mr. Natural,7b+,2,G,4,R,Wallsend South
Catatonic,6b+,-,G,11,R,Wallsend South
Random Texter,6b+,-,G,6,R,Wallsend South
Gravity Epiphany,6c+,-,G,4,R,Wallsend South
Family,VS,-,T,0,,Wallsend South
"Moan, Moan, Moan",7b+,1,G,3,R,Wallsend South
Injury Encyclopaedia,7b,1,G,4,R,Wallsend South
"Realm of Chaos Area  Rockfax DescriptionOne of the biggest walls on Portland which has an array of top-notch pitches that will appeal to harder climbers. When in condition the climbs are some of the best on the coast. Due to lack of traffic they are more often than not a bit dirty and need a brief clean before an ascent. The pitches are long and sustained. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Realm of Chaos Area  Rockfax DescriptionOne of the biggest walls on Portland which has an array of top-notch pitches that will appeal to harder climbers. When in condition the climbs are some of the best on the coast. Due to lack of traffic they are more often than not a bit dirty and need a brief clean before an ascent. The pitches are long and sustained. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Realm of Chaos Area  Rockfax DescriptionOne of the biggest walls on Portland which has an array of top-notch pitches that will appeal to harder climbers. When in condition the climbs are some of the best on the coast. Due to lack of traffic they are more often than not a bit dirty and need a brief clean before an ascent. The pitches are long and sustained. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Realm of Chaos Area  Rockfax DescriptionOne of the biggest walls on Portland which has an array of top-notch pitches that will appeal to harder climbers. When in condition the climbs are some of the best on the coast. Due to lack of traffic they are more often than not a bit dirty and need a brief clean before an ascent. The pitches are long and sustained. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Realm of Chaos Area  Rockfax DescriptionOne of the biggest walls on Portland which has an array of top-notch pitches that will appeal to harder climbers. When in condition the climbs are some of the best on the coast. Due to lack of traffic they are more often than not a bit dirty and need a brief clean before an ascent. The pitches are long and sustained. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","Realm of Chaos Area  Rockfax DescriptionOne of the biggest walls on Portland which has an array of top-notch pitches that will appeal to harder climbers. When in condition the climbs are some of the best on the coast. Due to lack of traffic they are more often than not a bit dirty and need a brief clean before an ascent. The pitches are long and sustained. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.",Wallsend South
Will,7b,-,G,0,R,Wallsend South
Michèle,6a+,-,G,11,R,Wallsend South
Shape of Tomorrow,6c,-,G,6,R,Wallsend South
River of Dreams,7a,-,G,0,R,Wallsend South
Spinal Tap,7b+,1,G,0,R,Wallsend South
Cloud Atlas,7b+,2,G,2,R,Wallsend South
Million Watt Marshalls,7b+,2,G,6,R,Wallsend South
Ariane V,7b,3,G,83,R,Wallsend South
Disintegration,7b+,2,G,2,R,Wallsend South
Zum Zeaux,7b+,3,G,34,R,Wallsend South
Magnetic Pull,7c+,3,G,4,R,Wallsend South
Realm of Chaos,7b+,3,G,83,R,Wallsend South
Hombre Solaire,7c,2,G,3,R,Wallsend South
Face the Truth,7c,2,G,3,R,Wallsend South
A Shadow on Mankind,7b+,2,G,6,R,Wallsend South
Saskatchewan Uranium Miner,7c,3,G,21,R,Wallsend South
Troll Team Special,7a+,2,G,86,R,Wallsend South
The Pickford Files,7b+,2,G,10,R,Wallsend South
Breakbeat,7b+,2,G,16,R,Wallsend South
The Mask,7b,2,G,31,R,Wallsend South
Trent Reznor,7b,2,G,2,R,Wallsend South
Kraken,HVS,-,T,0,,Wallsend South
Bevis,6b,-,G,17,R,Wallsend South
Moonfleet,6b+,-,G,13,R,Wallsend South
Divine Madness,E1 5b,-,T,0,,Wallsend South
Gossip and Drool,7b,1,G,2,R,Wallsend South
Heat-stroke Groove,6c+,1,G,11,R,Wallsend South
Summer Babe,7b+,1,G,2,R,Wallsend South
"The Enchanted Path Area  Rockfax DescriptionOne of Portland's finest mid-grade venues that has a number of fantastic wall climbs. The rock is generally excellent on the classic lines and the climbing sustained. The setting is stunning, and the base of the cliff is lined with good flat ledges - ideal for soaking up some sunshine between climbs. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","The Enchanted Path Area  Rockfax DescriptionOne of Portland's finest mid-grade venues that has a number of fantastic wall climbs. The rock is generally excellent on the classic lines and the climbing sustained. The setting is stunning, and the base of the cliff is lined with good flat ledges - ideal for soaking up some sunshine between climbs. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","The Enchanted Path Area  Rockfax DescriptionOne of Portland's finest mid-grade venues that has a number of fantastic wall climbs. The rock is generally excellent on the classic lines and the climbing sustained. The setting is stunning, and the base of the cliff is lined with good flat ledges - ideal for soaking up some sunshine between climbs. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","The Enchanted Path Area  Rockfax DescriptionOne of Portland's finest mid-grade venues that has a number of fantastic wall climbs. The rock is generally excellent on the classic lines and the climbing sustained. The setting is stunning, and the base of the cliff is lined with good flat ledges - ideal for soaking up some sunshine between climbs. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","The Enchanted Path Area  Rockfax DescriptionOne of Portland's finest mid-grade venues that has a number of fantastic wall climbs. The rock is generally excellent on the classic lines and the climbing sustained. The setting is stunning, and the base of the cliff is lined with good flat ledges - ideal for soaking up some sunshine between climbs. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.","The Enchanted Path Area  Rockfax DescriptionOne of Portland's finest mid-grade venues that has a number of fantastic wall climbs. The rock is generally excellent on the classic lines and the climbing sustained. The setting is stunning, and the base of the cliff is lined with good flat ledges - ideal for soaking up some sunshine between climbs. Approach - Drive to Portland Bill and park in the car park (fee). Walk back up the road past the Pulpit Inn and head out leftwards up a minor road towards the Coastwatch Lookout. Just before the Coastwatch Lookout, go down a grass slope to the cliff edge (see map on page 166) then descend a steep and precarious path (rope sometimes in place) onto a promontory and then continue down right to below Coastguard North. Walk north under this, past a gully, to reach Wallsend South. If the tide is high a slightly longer approach can be made from the northern end of Wallsend.",Wallsend South
Eternal Peace,6c,-,G,6,R,Wallsend South
Dark Play,6b,-,G,4,R,Wallsend South
Lacerations,VS,-,T,0,,Wallsend South
The Bog Man,6b+,-,G,2,R,Wallsend South
Garstang,6c+,-,G,2,R,Wallsend South
Boulder Crack,HVS,-,T,0,,Wallsend South
Shibumi,7a,1,G,14,R,Wallsend South
Slave State,7b+,2,G,5,R,Wallsend South
Ferocity,VS,-,T,0,,Wallsend South
Child of Light,6c+,1,G,13,R,Wallsend South
Immaculata,6c,2,G,45,R,Wallsend South
The Watchman,6b,3,G,346,R,Wallsend South
Waiting for the Barbarians,6b+,2,G,102,R,Wallsend South
Peace in the Nineties,6b+,1,G,57,R,Wallsend South
Some Velvet Morning,7a,1,G,15,R,Wallsend South
Enchanted Path,6c,2,G,85,R,Wallsend South
Once Upon a Time in the West,6c,1,G,27,R,Wallsend South
Best Fingers Forward,6c+,3,G,129,R,Wallsend South
Blue Faced Booby,6c,2,G,96,R,Wallsend South
